Código;Descrição;Unidade de Medida;Familia;Foto ou Imagem
601764;"TALHADEIRA,ACO,25 X 150MM (1 X 6"") ";PC;FERRAMENTAS;601764.jpg
601798;TENDA, TUBULAR ENCAIXE 10 X 10M;UN;FERRAMENTAS;601798.jpg
601822;TERMO HIGROMETRO DIG - 30 A 70GRC;UN;EPI/EPC;601822.jpg
602122;UNIDADE TERMINAL UP2020 LITE L8 EXT B;PEÇ;TELECONTROLE;602122.jpg
602137;VASSOURA, NYLON 380MM COM CABO;UN;FERRAMENTAS;602137.jpg
610011;Exaustor Para Espaço Confinado;EA;FERRAMENTAS;610011.jpg
620050;EMENDA SCOTHCAST 3M;UN;CONECTORES;620050.jpg
620054;SELO,SEMI-BAR,SEXT/CAD,BRANCO-200,D19044;UN;MATERIAL DE SEGURANÇA;620054.jpg
620056;SELO,SEMI-BAR,SEXT/CAD,LARANJ-200,D19044;UN;MATERIAL DE SEGURANÇA;620056.jpg
620065;CALCO CR 42X31X22MM;JG;EPI/EPC;620065.jpg
620070;SELO,SEMI-BAR,SEXT/CAD,AZUL-200,D1904;PC;MATERIAL DE SEGURANÇA;620070.jpg
620098;CHAVE TIP CANHÃO FECH CX AÉREAS DQN-1969;PC;MATERIAL DE SEGURANÇA;620098.jpg
620099;PARAF SEGUR P/CX MEDIDOR, DED-1934 R.5;PC;MATERIAL DE SEGURANÇA;620099.jpg
620100;PARAF FECH CX REDES AÉREAS DQN-1970 R1;PC;MATERIAL DE SEGURANÇA;620100.jpg
620101;LUVA, P/PARAF.SEGURANÇA, DQN-1973 R2;PC;MATERIAL DE SEGURANÇA;620101.jpg
620102;SELO,SEGCINZADUPLA ANCORDQN-2006 I3;PC;MATERIAL DE SEGURANÇA;620102.jpg
620104;SELO SEG LARANJA DUPLA ANCOR.DQN-2006 I8;PC;MATERIAL DE SEGURANÇA;620104.jpg
620105;SELO,SEMI-BAR,SEXT/CAD,VERMELHO,D19044;UN;MATERIAL DE SEGURANÇA;620105.jpg
640517;ELETRODUTO, PVC RIGIDO 32MM X 3M SOLDAV;PC;FERRAGEM ESPECIAL;640517.jpg
640548;ELETROD RIG AÇO ZINC 150MM 641.01.0 I7;PZ;FERRAGEM;640548.jpg
640612;ELETRODUTO PVC SOLD, D=20MM, DDT1740 R.6;PC;PVC;640612.jpg
640616;CURVA PVC RÍG. 50MM,180° CLASSE ADDT1760;PC;MATERIAL GERAL;640616.jpg
640617;ELETRODUTO PVC SOLD.D=50MM DDT1740 I2 R6;PC;FERRAGEM ESPECIAL;640617.jpg
640620;ELETRODUTO PVC,ROSQ,20MM, DDT1740I3R7;PZ;PVC;640620.jpg
640628;BUCHA P/ELETROD.DE PVC,100MM-4,DQN-21;PC;PVC;640628.jpg
640647;DUTO,CORRUGADO,PEAD,200MM,D65120;MT;PVC;640647.jpg
640648;TAMPÃO,ROSQ,DUTO CORRUG,200MM,D65120;PZ;PVC;640648.jpg
640649;LUVA,EMENDA,P/DUTO CORRUG,200MM,D65120;PZ;MATERIAL GERAL;640649.jpg
640789;ELETRODUTO, FLEXIVEL, FITAS DE ACO;M;PVC;640789.jpg
640799;ELETRODUTO, FLEXIVEL, FITAS DE ACO;M;PVC;640799.jpg
640859;CONECTOR, BOX, FIX TUBO FLEX A CAIX;UN;CONECTORES;640859.jpg
640862;ELETRODUTO FLEX,AÇO,PVC 1”,PMA641.50.0;M;PVC;640862.jpg
641136;"ELETRODUTO FLEX ACO CARB PT 3""";UN;PVC;641136.jpg
700002;PROTETOR AURICULAR;UN;EPI/EPC;700002.jpg
720005;MAQUINA DE CINTAR FITA DE AÇO - FUSIMEC;UN;FERRAMENTAS;720005.jpg
720011;BOLSA FERRAMENTAS E EPI LONA VERDE;UN;FERRAMENTAS;720011.jpg
720019;CABECOTE MAN ANTI QUEDA C/PINO GALV 90GR;UN;EPI/EPC;720019.jpg
720024;BOLSA PARA CAPACETE, ET-HS-51;EA;EPI/EPC;720024.jpg
720073;BASTAO MANOBRA FIB VID TDC 32X 1365MM;UN;EPI/EPC;720073.jpg
730002;GUINCHO ELÉTRICO PORTÁTIL PARA IÇAMENTO;EA;FERRAMENTAS;730002.jpg
730004;TALHA DE CATRACA 750;EA;FERRAMENTAS;730004.jpg
730073;TALHA,MANUAL COM CORRENTE,750KGF C/ALAVA;CJT;EPI/EPC;730073.jpg
730086;BOLSA PARA PROTEÇÃO DE OCULOS;UN;FERRAMENTAS;730086.jpg
730119;BOLSA,GUARDA FERRAMENTAS 450X400X170MM;PC;EPI/EPC;730119.jpg
750001;CALÇO,RODA,VIAT,GR/MED.PORTE,ET-OEM-1409;EA;FERRAMENTAS;750001.jpg
760006;MOTOSSERRA,HIDRAULICA,2 ESTÁG.,NTE-G-008;EA;FERRAMENTAS;760006.jpg
760009;MARTELO,PONTA E PÁ 50MM,320 MM,ET-HS-188;PC;FERRAMENTAS;760009.jpg
760029;MARTELO TIPO BOLA,28 OZ,350 MM,ET-HS-188;EA;FERRAMENTAS;760029.jpg
760043;MARRETA, 5,0KG, 800 MM, 9,0 kN,ET-HS-188;PC;FERRAMENTAS;760043.jpg
760049;MARRETA, 1,0KG, 260 MM, 5,2 kN,ET-HS-188;EA;FERRAMENTAS;760049.jpg
760050;MARRETA, 0,5KG, 260 MM, 3,5 kN,ET-HS-188;PC;FERRAMENTAS;760050.jpg
760051;CHAVE,FENDA,ISOLADA, 6,5X150MM,ET-HS-188;EA;FERRAMENTAS;760051.jpg
760053;CHAVE,FENDA,ISOLADA, 5,0X100MM,ET-HS-188;EA;FERRAMENTAS;760053.jpg
760057;CHAVE DE BOCA AJUSTÁVEL,310 MM,ET-HS-188;EA;FERRAMENTAS;760057.jpg
760058;CHAVE DE BOCA AJUSTÁVEL,205 MM,ET-HS-188;EA;FERRAMENTAS;760058.jpg
760064;ALICATE,BOMBA DAGUA,500MM,MOD2,ET-HS-188;UN;FERRAMENTAS;760064.jpg
760075;ALICATE,BOMBA DAGUA,250MM,MOD1,ET-HS-188;EA;FERRAMENTAS;760075.jpg
760093;ALICATE,BICO CHATO,CURTO,140MM,ET-HS-188;EA;FERRAMENTAS;760093.jpg
760153;CABECOTE,VARA MANOBRAABRIR CHAVESEMS1;UN;EPI/EPC;760153.jpg
760155;CHAVE,REGULAGEM(AJUST/INGL)10POL1000V;UN;FERRAMENTAS;760155.jpg
760171;BASTAO,TIRA-PIPA,LINHA VIVA 300MM C/ENCA;UN;FERRAMENTAS;760171.jpg
760173;ESCADA, EXTENSIVEL FIBRA DE VIDRO 4;UN;FERRAMENTAS;760173.jpg
760176;ESCADA, EXTENSIVEL FIBRA DE VIDRO 5;UN;FERRAMENTAS;760176.jpg
760177;ESCADA, SINGELA FIBRA DE VIDRO 3.50;UN;FERRAMENTAS;760177.jpg
760188;CHAVE, CATRACA REVERSIVEL, ISOLADO;UN;FERRAMENTAS;760188.jpg
760199;CHAVE SEGUR P/ CX DE MEDIDOR DED-1933 R7;PC;MATERIAL DE SEGURANÇA;760199.jpg
760200;CHAVE,MAGNET146MMBICO INOXPARAF SEG.17;UN;MATERIAL DE SEGURANÇA;760200.jpg
760201;CHAVE,SEGCAB LOBP/ABRIR/FECHAR CX DERV;UN;MATERIAL DE SEGURANÇA;760201.jpg
760221;CHAVE,SOQUETE SEXT,C/CABO,11MM;UN;FERRAMENTAS;760221.jpg
760222;ENXADA,ACO CARBONO,185X305MM,2.1/2;UN;FERRAMENTAS;760222.jpg
760225;BASTAO, MANOBRA ISOLANTE PEGA TUDO,;UN;FERRAMENTAS;760225.jpg
760227;CAVADEIRA,BOCA ARTICULAVEL,135X275M;UN;FERRAMENTAS;760227.jpg
760228;FERRAMENTA, LOADBUSTER, 14.4/25KV 6;UN;FERRAMENTAS;760228.jpg
760234;VARA, MANOBRA TELESCOPICA SECAO TRI;UN;FERRAMENTAS;760234.jpg
760235;VARA,TELESCOPICA,7 ELEMENTOS,HSE-19-128;UN;FERRAMENTAS;760235.jpg
760237;FERRAMENTA, LOADBUSTER, 25/34.5KV 6;UN;FERRAMENTAS;760237.jpg
760239;DETECTOR,TENSAO,APROXIMA,C/BAT,1-138KV;UN;FERRAMENTAS;760239.jpg
760243;ALICATE, BICO MEIA-CANA, 140MM,ET-HS-188;CDA;FERRAMENTAS;760243.jpg
760248;ALICATE UNIV,ISOL, 200MM,1.4kN,ET-HS-188;CDA;FERRAMENTAS;760248.jpg
760258;CHAVE CANHÃO DE 10MM ISOLADA, CHAVE CANH;CDA;FERRAMENTAS;760258.jpg
760260;PONTEIRO, EM AÇO SEXTAVADO DIÂMETRO DE 1;EA;FERRAMENTAS;760260.jpg
760261;ESTICADOR DE CABO ALUMÍNIO CA OU CAA.4 A;EA;FERRAMENTAS;760261.jpg
760262;ESTICADOR DE CABO CU.AL - CAA 3/0. 336,4;EA;FERRAMENTAS;760262.jpg
760264;ESTICADOR FIO DE COBRE 6 A 1/0 AWG, DIÂM;EA;FERRAMENTAS;760264.jpg
760267;CONJUNTO DE MATRIZES PARA ALICATE HIDRÁU;MMT;FERRAMENTAS;760267.jpg
760270;KIT ESTAIAMENTO ISOLADO PARA ESCADA ISOL;EA;FERRAMENTAS;760270.jpg
760271;KIT TRIPE ESTABILIZADOR PARA POSTE ;UN;FERRAMENTAS;760271.jpg
760273;Kit estaiamento isolado para poste;EA;FERRAMENTAS;760273.jpg
760278;CALÇO PARA SAPATAS ESTABILIZADORAS DE CESTA AÉREA ;UN;FERRAMENTAS;760278.jpg
760279;TALHA COM TIRANTE DE NYLON 1,5T;UN;FERRAMENTAS;760279.jpg
760280;BANDOLA PARA LANÇAMENTO DE CABO;UN;FERRAMENTAS;760280.jpg
760281;MAT-OMBR-NOM-22-1544-EDBR - Enxadão , ca;CDA;FERRAMENTAS;760281.jpg
760282;"CHAVE CATRACA 19"" ISOLADA";UN;FERRAMENTAS;760282.jpg
760283;FOICE AÇO CARBONO C/ CABO;UN;FERRAMENTAS;760283.jpg
760285;ALICATE CORTA CABO DE AÇO - SELOS - COM;UN;FERRAMENTAS;760285.jpg
760286;NIVELADOR DE ESCADAS;EA;FERRAMENTAS;760286.jpg
760288;BASTÃO PODADOR DE GALHO COM CABEÇOTE UNIVERSAL RH2;EA;FERRAMENTAS;760288.jpg
760289;MOTOSSERRA ELÉTRICA A BATERIA - 36 V - CORTE 30MM;UN;FERRAMENTAS;760289.jpg
760290;MAT-OMBR-NOM-22-1544-EDBR - BOLSA DE LONA;UN;FERRAMENTAS;760290.jpg
760291;BASTAO ALAVANCA PARAPOSTE COM TIRANTE;UN;FERRAMENTAS;760291.jpg
760292;BOMBA RECALQUE,3F,220,60Hz,SUBT,D190.65;EA;FERRAMENTAS;760292.jpg
760294;CAPA PARA CONE PARA ROTA DE FUGA;UN;EPI/EPC;760294.jpg
760296;"CAVADEIRA RETA ""TIPO VANAGA"" - MAT-OMBR-";UN;FERRAMENTAS;760296.jpg
760299;Parafusadeira de Impacto a bateria de 40;EA;FERRAMENTAS;760299.jpg
760300;PARAFUSADEIRA DE IMPACTO A BATERIA DE 18;EA;FERRAMENTAS;760300.jpg
760302;Tesoura Elétrica para Condutores  - KIT;EA;FERRAMENTAS;760302.jpg
760303;TESOURA CONDUTOR ENERGIZADO A DISTÂNCIA;UN;FERRAMENTAS;760303.jpg
760304;Tesoura , com catraca, isolação 1kV - MA;CDA;FERRAMENTAS;760304.jpg
760306;CHAVE ESTRELA UMA BOCA VDE1000V 13X190MM;UN;FERRAMENTAS;760306.jpg
760307;CHAVE ESTRELA UMA BOCA VDE1000V 14X10MM;UN;FERRAMENTAS;760307.jpg
760308;CHAVE ESTRELA UMA BOCA VDE1000V 17x220mm;UN;FERRAMENTAS;760308.jpg
760309;CHAVE ESTRELA UMA BOCA VDE1000V 19x240mm;UN;FERRAMENTAS;760309.jpg
760310;ALICATE,BOMBA DAGUA,ACO CROMO-VANDIUM IS;UN;FERRAMENTAS;760310.jpg
760311;ALICATE,CORTE,DIAGONAL TIPO SUECO 160 MM;UN;FERRAMENTAS;760311.jpg
760316;CHAVE,PHIL ISOL Nº 1  4.7X150 MM-3/16X6;UN;FERRAMENTAS;760316.jpg
760317;CHAVE,FENDA N/ISOL  4.7X150MM-3/16 X 6;UN;FERRAMENTAS;760317.jpg
760320;FACA,DESENCAPADORA DE CABOS/FIOS,ISOL 10;UN;FERRAMENTAS;760320.jpg
760323;TRENA,FIBRA DE VIDRO,MANIVELA,ESTOJO,50M;UN;FERRAMENTAS;760323.jpg
760326;CHAVE,COMB,BOCAS FIXA-ESTRELA,ANG 18MM ;UN;FERRAMENTAS;760326.jpg
760330;BYPASS,CHAVE FUSIV 13.8KV 100A NTC-78R1;UN;FERRAMENTAS;760330.jpg
760332;BASTAO,MANOBRA,ISOLANTE,FIBRA DE VIDRO,2;UN;FERRAMENTAS;760332.jpg
760333;ARCO, SERRA, PARA SERRA METAIS MANU;UN;FERRAMENTAS;760333.jpg
760336;CHAVE, BOCA AJUST (INGLESA),  8 POL;UN;FERRAMENTAS;760336.jpg
760337;CHAVE, BOCA AJUST (INGLESA), 12 POL;UN;FERRAMENTAS;760337.jpg
760346;MARTELO, ACO, CABECA BOLEADA, 250 G;UN;FERRAMENTAS;760346.jpg
760347;CHAVE, COMBINADA, BOCAS FIXA-ESTREL;UN;FERRAMENTAS;760347.jpg
760351;CHAVE, COMBINADA, BOCAS FIXA-ESTREL;UN;FERRAMENTAS;760351.jpg
760353;CHAVE, CATRACA REVERSIVEL, ISOLADO;UN;FERRAMENTAS;760353.jpg
760354;ALICATE, ELETRICISTA, 200 MM (8 POL;UN;FERRAMENTAS;760354.jpg
760357;CABECOTE,UNIV P/MANOBRA,INTER,HSE-19-128;UN;FERRAMENTAS;760357.jpg
760361;FORMAO,GOIVA,16MM -   5/8 POL;UN;FERRAMENTAS;760361.jpg
760363;TRENA, ACO 5M ESTOJO PLASTICO C/TRA;UN;EPI/EPC;760363.jpg
760365;ALICATE, BOMBA DAGUA, ACO CROMO-VAN;UN;FERRAMENTAS;760365.jpg
760369;CHAVE, FENDA CRUZ, PH (PHILIPS) HAS;UN;FERRAMENTAS;760369.jpg
760371;ALICATE, COMPRESSAO, HIDRAULICO CAB;UN;FERRAMENTAS;760371.jpg
760372;ALICATE, COMPRESSAO, MANUAL MECANIC;UN;FERRAMENTAS;760372.jpg
760373;VARA,MANOBRA SECCION,FIBRA VIDRO,5 ELEM;CJT;FERRAMENTAS;760373.jpg
760376;FERRAMENTA, APLICAR CONECTOR CUNHA,;CJT;FERRAMENTAS;760376.jpg
760381;TESOURAO, CORTAR VERGALHOES, 750MM;UN;FERRAMENTAS;760381.jpg
760383;SUPORTE PARA IÇAMENTO DE TRANSFORMADOR;EA;FERRAGEM;760383.jpg
760385;SOQUETE DE TERRA, MANUAL, COM CABO DE MA;EA;FERRAMENTAS;760385.jpg
760386;Serra de Poda Tipo japonês - MAT-OMBR-NO;CDA;FERRAMENTAS;760386.jpg
760388;SACA POSTE, CONJUNTO MANGEUIRAS - MAT-OM;EA;FERRAMENTAS;760388.jpg
760390;PÁ DE BICO , CABO DE MADEIRA, CONJUNTO -;EA;FERRAMENTAS;760390.jpg
760393;Martelo Ponta Pá - MAT-OMBR-NOM-22-1544-;CDA;FERRAMENTAS;760393.jpg
760395;Martelete Rompedor Elétrico com cabo - M;EA;FERRAMENTAS;760395.jpg
760397;Machado, Médio, Aço - MAT-OMBR-NOM-22-15;EA;FERRAMENTAS;760397.jpg
760398;Jogo de Chave, Sextavado - MAT-OMBR-NOM-;CDA;FERRAMENTAS;760398.jpg
760399;Kit Tira Pipa - MAT-OMBR-NOM-22-1544-EDB;EA;FERRAMENTAS;760399.jpg
760402;GANCHO COM DUPLA TRAVA PARA IÇAMENTO DE;CDA;FERRAMENTAS;760402.jpg
760404;FACA LÂMINA CURVA E RETA C/ LÂMINA;CDA;FERRAMENTAS;760404.jpg
760410;Desencapador de Condutores , MAT-OMBR-NO;EA;FERRAMENTAS;760410.jpg
760412;Compactador de Solo , Hidráulico , MAT-O;EA;FERRAMENTAS;760412.jpg
760413;MATRIZ PARA ALICATE HIDRÁULICO DE COOMPR;EA;FERRAMENTAS;760413.jpg
760414;Matriz para Alicate Hidráulico de Coompr 321;CDA;FERRAMENTAS;760414.jpg
760415;MATRIZ PARA ALICATE HIDRÁULICO DE COMPR M29 IND16;EA;FERRAMENTAS;760415.jpg
760416;Matriz para Alicate Hidráulico de Coompr 261;CDA;FERRAMENTAS;760416.jpg
760417;Matriz para Alicate Hidráulico de Coompr 249;CDA;FERRAMENTAS;760417.jpg
760418;Matriz para Alicate Hidráulico de Coompr 245;CDA;FERRAMENTAS;760418.jpg
760419;Matriz para Alicate Hidráulico de Coompr 243;CDA;FERRAMENTAS;760419.jpg
760420;Matriz para Alicate Hidráulico de Coompr 242;CDA;FERRAMENTAS;760420.jpg
760421;Matriz para Alicate Hidráulico de Coompr 237;CDA;FERRAMENTAS;760421.jpg
760422;Matriz para Alicate Hidráulico de Coompr 236;CDA;FERRAMENTAS;760422.jpg
760423;MATRIZ PARA ALICATE HIDRÁULIC DE COMPR M168 IND168;EA;FERRAMENTAS;760423.jpg
760424;Matriz para Alicate Hidráulico de Coompr 166;CDA;FERRAMENTAS;760424.jpg
760425;MATRIZ PARA ALICATE HIDRÁUL DE COMPR M165 IND165;EA;FERRAMENTAS;760425.jpg
760426;Esmerilhadeira Angular a Bateria;UN;FERRAMENTAS;760426.jpg
760428;CHAVE ERGONÔMICA (ABRIR TAMPA DO CENTRO;UN;FERRAMENTAS;760428.jpg
760429;PARAFUSADEIRA COMPLETA COM KIT DE CHAVE;UN;FERRAMENTAS;760429.jpg
760430;CHAVE TORQUIMÉTRICA COM KIT DE ESTALO DE;UN;FERRAMENTAS;760430.jpg
760431;MANGOTE (50M) BOMBA SUBMERSÍVEL DE MANGO;UN;FERRAMENTAS;760431.jpg
760432;BOMBA D’ÁGUA TRIFÁSICA (GASOLINA)  VIPAR;UN;FERRAMENTAS;760432.jpg
760439;Chave Soquete Allen 8mm;EA;FERRAMENTAS;760439.jpg
760440;Chave Soquete Allen 5mm;EA;FERRAMENTAS;760440.jpg
760455;ESCADA, TIPO OBLONGO,15KV, FIBRA, 43D C;EA;FERRAMENTAS;760455.jpg
760464;ESCADA,EXT.,PERFIL U,FIBRA,35D,ET-OMBR-1;CDA;FERRAMENTAS;760464.jpg
760468;ESCADA,EXT.,PERFIL U,FIBRA,26D,ET-OMBR-1;CDA;FERRAMENTAS;760468.jpg
760473;ADAPTADOR PARA VARA DE MANOBRA -HDF100-A;EA;FERRAMENTAS;760473.jpg
760474;ESCADA,EXT.,PERFIL U,FIBRA,27D,ET-OMBR-1;EA;FERRAMENTAS;760474.jpg
760477;"SERRA COPO 1"" COM SUPORTE PARA FURADEIRA";EA;FERRAMENTAS;760477.jpg
760478;ROLDANA PARA LANÇAMENTO DE CABO MULTPLEX;EA;FERRAMENTAS;760478.jpg
760479;SUPORTE DE APOIO PARA FACHADA;CDA;FERRAMENTAS;760479.jpg
760481;PRUMO DE ACO 400GR;EA;PADRÃO;760481.jpg
760482;MOITÃO TRIPLO ISOLADO PARA LINHA VIVA;EA;FERRAMENTAS;760482.jpg
760484;LONA  3000X3000MM;CDA;FERRAMENTAS;760484.jpg
760488;LUPA DE AUMENTO COM CABO;EA;FERRAMENTAS;760488.jpg
760489;ALICATE CORTE FRONTAL DE 6 POL. ISOLADO;EA;FERRAMENTAS;760489.jpg
760490;GARRAFA TÉRMICA 12 LTS;UN;FERRAMENTAS;760490.jpg
760492;ESCADA, TIPO SINGELA FIBRA DE VIDRO NÚM;EA;PADRÃO;760492.jpg
760494;CHAVE DE BOCA AJUSTAVEL ISOLADA 250MM (I;EA;FERRAMENTAS;760494.jpg
760496;CHAVE CANHÃO ISOLADA 13MM, CHAVE CANHÃO;CDA;FERRAMENTAS;760496.jpg
760497;CHAVE POSIDRIVE ISOLADA;EA;FERRAMENTAS;760497.jpg
760498;Tesoura Condutor Energizado para corte d;EA;FERRAMENTAS;760498.jpg
760499;Suporte temporário para condutor 15kV;EA;FERRAMENTAS;760499.jpg
760500;Moitão duplo sem isolação;EA;FERRAMENTAS;760500.jpg
760502;KIT MOTOSERRA ELÉTRICA 18V PORTÁTIL sabr;CDA;FERRAMENTAS;760502.jpg
760504;MOTO PODA A COMBUSTÃO;CDA;FERRAMENTAS;760504.jpg
760505;"TARRAXA 3/4""";EA;EPI/EPC;760505.jpg
760506;"TARRAXA 2""";EA;FERRAMENTAS;760506.jpg
760507;CHAVE MESTRA PARA BITS;EA;FERRAMENTAS;760507.jpg
760508;CHAVE DE CONEXÃO/BICONCÊNTRICO;EA;FERRAMENTAS;760508.jpg
760510;TESOURA CORTAR-COND DESERNEGIZ-556,4MCM;EA;FERRAMENTAS;760510.jpg
760511;TESOURA CONDUTOR-ENERGIZADO 1/0ACSR;EA;FERRAMENTAS;760511.jpg
760512;TESOURA P/CORTAR-PARAF-TAM-1 24POL;CDA;FERRAMENTAS;760512.jpg
760513;SERRA PODA COM GANCHO E CABEÇOTE UNIVERS;CDA;FERRAMENTAS;760513.jpg
760514;ARCO AJUST SERRA 658MM PODAS-ARVORE;EA;FERRAMENTAS;760514.jpg
760516;KIT DE CORTADOR DE GALHOS A BATERIA MODE;EA;FERRAMENTAS;760516.jpg
760521;Bolsa de Ferramentas para Motosserra a B;EA;FERRAMENTAS;760521.jpg
760530;FASIMETRO13,8KV60HZC/SEQ FASE 1-16KV;PC;FERRAMENTAS;760530.jpg
760532;CHAVE FENDA 1/4X6 MED ISOL. 1000V PROF;PC;FERRAMENTAS;760532.jpg
760579;Caixa de Ferramentas para Cesto Aéreo;EA;PADRÃO;760579.jpg
760625;Cortador para cabos com alma de aço;EA;FERRAMENTAS;760625.jpg
760627;CORTADOR DE VERGALHÕES A BATERIA;EA;FERRAMENTAS;760627.jpg
780005;ALICATE DE COMPRENSÃO 12 TON;CDA;FERRAMENTAS;780005.jpg
780007;Ferramenta de Inserção de Conector Tipo;EA;FERRAMENTAS;780007.jpg
780008;BROCA DE VIDEA 8MM PARA PERFURAR CONCRET;EA;FERRAMENTAS;780008.jpg
780009;BROCA DE VIDEA 6MM PARA PERFURAR CONCRET;CDA;FERRAMENTAS;780009.jpg
780010;RECIPIENTE PARA TRANSPORTE DE COMBUSTÍVE;EA;FERRAMENTAS;780010.jpg
780011;"TARRAXA 1""";EA;FERRAGEM;780011.jpg
780566;PARAFUSO, CABECA SEXTAVADA AÇO INOX M12X;PC;FERRAGEM;780566.jpg
780568;"PARAFUSO AUTO-ATARRAXANTE 1""X 1/8""";PC;MATERIAL GERAL;780568.jpg
780569;PARAF.AUTO ATARRACHANTE,FE ZINC.6,3X38MM;PC;MATERIAL GERAL;780569.jpg
780570;PARAF.CABÇ.CILÍND.FENDA FE ZINC.6,3X16MM;PC;MATERIAL GERAL;780570.jpg
780571;"PARAF.C.LIMÃO C/FENDA FE ZINC.1/4X1/2""";PC;MATERIAL GERAL;780571.jpg
780572;"PARAF.C.LIMÃO C/FENDA FE ZINC.3/16X1""";PC;MATERIAL GERAL;780572.jpg
780573;"PARAF.C.LIMÃO C/FENDA FE ZINC.3/16X3/8""";PC;MATERIAL GERAL;780573.jpg
780574;PARAF.C.REDONDA 3/16X1/2'' C/ARRUELA;PC;MATERIAL GERAL;780574.jpg
780580;PARAF.FENDA,CAB.PLANA 5,0X50MMP/BUCHA S8;PC;MATERIAL GERAL;780580.jpg
780581;BUCHA PLÁSTICA S8.;PC;MATERIAL GERAL;780581.jpg
780586;PARAF.OLHAL FORJAZM20X2,5L=350B=270;PC;MATERIAL GERAL;780586.jpg
780596;CINTA-POSTE CIRC 390MM-D + CARACT PM0037;PR;FERRAGEM;780596.jpg
780597;CINTA-POSTE CIRC 350MM- D+CARACT PM0037;PR;FERRAGEM;780597.jpg
780601;MOTOPODA, HT-131 STIHL;UN;FERRAMENTAS;780601.jpg
780607;PARAFUSO,CB SEXT,INOX,12X125,COMP,D41019;PC;MATERIAL GERAL;780607.jpg
780644;PARAFUSO,CAB QUAD,AL,16X200,D90410.2;UN;FERRAGEM;780644.jpg
780645;PARAFUSO,CAB QUAD,AL,16X250,D90410.2;UN;FERRAGEM;780645.jpg
780646;PARAFUSO,CAB QUAD,AL,16X300,D90410.2;UN;FERRAGEM;780646.jpg
780648;PARAFUSO,CAB QUAD,AL,16X400,D90410.2;UN;FERRAGEM;780648.jpg
780653;PARAFUSO,CAB QUAD,AZ,16X200,D41010 ;PC;MATERIAL GERAL;780653.jpg
780654;PARAFUSO,CAB QUAD,AZ,16X250,D41010;PC;MATERIAL GERAL;780654.jpg
780655;PARAFUSO,CAB QUAD,AZ,16X300,D41010;UN;FERRAGEM;780655.jpg
780656;PARAF.CAB.QUADR.AZ 16 X 350MM ITEM1;PC;FERRAGEM;780656.jpg
780657;PARAFUSO,CAB QUAD,AZ,16X400,D41010;UN;FERRAGEM;780657.jpg
780659;PARAFUSO,CAB QUAD,AZ,16X 50,D41010;UN;FERRAGEM;780659.jpg
780710;ARRUELA,QUADRADA,AZ, 50X3X18MM,D41003;PC;MATERIAL GERAL;780710.jpg
780711;ARRUELA,QUADRADA,AZ, 38X3X14MM,D41003;UN;FERRAGEM;780711.jpg
780713;ARRUELA,QUADRADA,AL,50X3X18MM,D90402;UN;MATERIAL GERAL;780713.jpg
780720;ARRUELA,RED,AZ,36X3X18MM,D41001.3;UN;FERRAGEM;780720.jpg
780725;FECHO,FITA,ACO INOX,19X0,8MM,D65505.3732;UN;DIVERSOS;780725.jpg
780730;HASTE,ANCORA,AZ,16X2400,5000DAN,D44501.3;UN;FERRAGEM;780730.jpg
780742;CINTA P/POSTE CIRC.230MM, DED-0037 I5 R4;PC;FERRAGEM;780742.jpg
780743;CINTA P/POSTE CIRC.250MM, DED-0037 I6 R4;PC;FERRAGEM;780743.jpg
780744;CINTA P/POSTE CIRC.270MM, DED-0037 I7 R4;PC;FERRAGEM;780744.jpg
780745;CINTA P/POSTE CIRC 290MM, DED-0037 I8 R4;PC;FERRAGEM;780745.jpg
780746;CINTA POSTE CIRC.AL 310MM DED-1257 I9 R2;PC;MATERIAL GERAL;780746.jpg
780747;CINTA POSTE CIRC.AL 330M DED-1257 I10 R2;PC;MATERIAL GERAL;780747.jpg
780748;PORCA LIGA DE ALUMÍNIO, DED-1263 R2;PC;MATERIAL GERAL;780748.jpg
780749;PINO CURTO ISOL.192X16MM RC DED1769 R.1;PC;FERRAGEM;780749.jpg
780750;PARAF.CABEÇA ABAUL.LIGA AL.DED-1262 I1R2;PC;MATERIAL GERAL;780750.jpg
780751;PARAF.CABEÇA ABAUL.LIGA AL.DED-1262 I2R2;PC;MATERIAL GERAL;780751.jpg
780752;PARAF.CABEÇA ABAUL.LIGA AL.DED-1262 I3R2;PC;MATERIAL GERAL;780752.jpg
780753;PARAF.CAB.ABAU.45X38X16MM,DED-0044 I1 R4;PC;FERRAGEM DIVERSOS;780753.jpg
780754;PARAF.CAB.ABAU.70X60X16MM,DED-0044 I2 R4;PC;FERRAGEM DIVERSOS;780754.jpg
780755;PARAF.CAB.ABAU.150X75X16MM,DED-0044 I3R4;PC;FERRAGEM;780755.jpg
780756;PARAF.CAB.QUAD.50X35X16MM DED-0045 I1 R4;PC;FERRAGEM DIVERSOS;780756.jpg
780757;PARAF.CAB.QUAD.AL 50X35X16MM DED-1261;PC;MATERIAL GERAL;780757.jpg
780758;PARAF.CAB.QUA.125X80X16MM,DED-0045 I2 R4;PC;FERRAGEM;780758.jpg
780759;PARAF.CAB.QUA.150X80X16MM,DED-0045 I3 R4;PC;FERRAGEM;780759.jpg
780760;PARAF.CAB.QUAD.AL125X80X16MM DED-1261;PC;MATERIAL GERAL;780760.jpg
