Código	Descrição	Unidade de Medida	Familia	Foto
275009	ABRACADEIRA, NYLON COMPRIMENTO 390MM, T	PC	MATERIAL GERAL	275009.jpeg
275010	ABRAÇADEIRA NYLON 760mm DDT-1750 I.5	PC	MATERIAL GERAL	275010.jpeg
275011	ABRAÇADEIRA NYLON 1094mm DDT-1750 I6	PC	MATERIAL GERAL	275011.jpeg
275013	CAPA ISOL.CONEC.CUNHA DERIV.DED-1788 I.1	PC	MATERIAL GERAL	275013.jpeg
275014	CAPA ISOL.CONEC.CUNHA DERIV.DED-1788 I.2	PC	MATERIAL GERAL	275014.jpeg
275019	LAÇO MENS AÇO GALV 7,9MM RCDED-1772I1R1	PC	MATERIAL GERAL	275019.jpeg
275020	ESTRIBO P/ESPAÇADOR LOSANG RC, DED-1779	PC	MATERIAL GERAL	275020.jpeg
275026	ABRAÇADEIRA NYLON 203mm DDT-1750 I.3	PC	MATERIAL GERAL	275026.jpeg
275028	CONEC.CUNH.DERIV.L-CINZA/AZUL DED1786 I5	PC	CONECTORES	275028.jpeg
275029	EMENDA RETA,CB MT,AL 185MM-PM2031R2	PC	MATERIAL GERAL FEFO	275029.jpeg
275031	TERMINAL DESC.15/25KV 200 A PM-2032 I1	UN	CONECTORES	275031.jpeg
275035	CONECTOR DER. P/ CORD. CU DQN-2045 I.4.	PC	MATERIAL GERAL	275035.jpeg
275040	TERMINAL EXT UNIP 95 MM² -240MM² GSCC005	PC	CONECTORES	275040.jpeg
275057	CARTUCHO APL. CONECTOR CUNHA AZUL	PC	MATERIAL GERAL	275057.jpeg
275058	CARTUCHO APL. CONECTOR CUNHA VERMELHO	PC	MATERIAL GERAL	275058.jpeg
275059	LUVA EMEND.TENSÃOCAA1/0AWGDED-1793I2R4	PC	MATERIAL GERAL	275059.jpeg
275061	ABRAÇADEIRA P/CB POTENCIA-DED-1857	PC	MATERIAL GERAL	275061.jpeg
275062	CONEC,COMPR H AL/AL-AL/CU DED-1451 I10R4	PC	MATERIAL GERAL	275062.jpeg
275063	LIMITADOR CARGA MONO4AREP AUTOPM-2172	PC	MATERIAL GERAL	275063.jpeg
275065	CONEC PERF ISOLCB 16-95/4-35MMDED1851	PC	CONECTORES	275065.jpeg
275066	CONEC PERF ISOLCB16-150/1,5-6MMDED1851	PC	CONECTORES	275066.jpeg
275068	LUVA EMENDA ISOLCB AL BT 35MMPM2176 I1	PC	MATERIAL GERAL	275068.jpeg
275069	LUVA EMENDA ISOLCB AL BT 50MMPM2176 I2	PC	MATERIAL GERAL	275069.jpeg
275070	LUVA,EMEND,ISOL,LA,BT,50MM2,PM-R720.24.0	PC	MATERIAL GERAL	275070.jpeg
275071	LUVA EMENDA ISOLCB AL BT 70MMPM2176 I5	PC	MATERIAL GERAL	275071.jpeg
275072	LUVA EMENDA ISOLCB AL BT 95MMPM2176 I6	PC	MATERIAL GERAL	275072.jpeg
275073	LUVA EMENDA ISOLCB AL BT150MMPM2176 I7	PC	MATERIAL GERAL	275073.jpeg
275074	ABRAÇADEIRA DE NYLON 108MM PTA. 200 PC	PC	MATERIAL GERAL	275074.jpeg
275075	ABRAÇADEIRA NYLON 155mm DDT-1750 I.2    	PC	MATERIAL GERAL	275075.jpeg
275076	ESTRIBO,GLV,C.CUN,16-35CU,4-2AL,D71071	UN	CONECTORES	275076.jpeg
275077	CONECTOR CUNHA AZUL D=6,53-8 DED-1867 I1 	PC	CONECTORES	275077.jpeg
275078	CONEC,CUN.DERV.UNIF.VRM/AZ/AMDED-1786I8	PC	CONECTORES	275078.jpeg
275079	CONEC TERM COMPR P/MEDCBH 16,0DQN-2092	PC	CONECTORES	275079.jpeg
275080	TAMPÃO REDCX REDE SUBTERRAN-PM2185 - R1	PC	FERRAGEM	275080.jpeg
275082	CONECT CUNHA VERM D=6-53-10-11 PM1867I4	PC	CONECTORES	275082.jpeg
275083	CONECTOR CUNHA VERMELHA 35MM - 6,53A10,11	PC	CONECTORES	275083.jpeg
275084	CONEC.CUN.AZLD=8,23-12,70DED-1867 I6	PC	CONECTORES	275084.jpeg
275085	ESTRIBO-BARRA CHATA-PM 2194 R0	UN	MATERIAL GERAL	275085.jpeg
275087	CONECT. ELETR. C/ ESTRIBO PT-40B EN RP	PC	CONECTORES	275087.jpeg
275089	CONECT DERIV COMPR-COND CU-PM-2202 I1 R0	PC	MATERIAL GERAL	275089.jpeg
275090	CONECTOR DERIV COMPR-COND CU-PM-2202 I2 R0	PC	CONECTORES	275090.jpeg
275091	CONECTOR DERIV. COMPR COND PM - 22021 3R0	PC	CONECTORES	275091.jpeg
275092	CONEC,COMP,C,CU,P:120,D:16-70,D780.13	PZ	CONECTORES	275092.jpeg
275093	CONECTOR DERIV COMPR,COND CU,PM-2202I5R0	PC	CONECTORES	275093.jpeg
275097	ESTRIBO RAMAL P/CH FUSIVEL DED-1707I2R3	PC	FERRAGEM	275097.jpeg
275100	TERMINAL ALUMINIO HASTE CILIND 180 2 FUROS	PC	MATERIAL GERAL	275100.jpeg
275101	CARTUCHO CONEC.CUNHA-METAL-AZUL-PM2160I3	PC	MATERIAL GERAL ESPECIAL	275101.jpeg
275102	CARTUCHO CONEC.CUNHA-METAL-VERM-PM2160I4	PC	MATERIAL GERAL ESPECIAL	275102.jpeg
275104	CONECTOR TERM COMPR,AL,CA 2AWG-PM222	PC	CONECTORES	275104.jpeg
275105	CONECTOR TERM COMPR-AL-70MM2-PM2223 I6	PC	CONECTORES	275105.jpeg
275109	TERMINAL EXT UNIP CB AL/CU400MMýPM2030I7	PC	MATERIAL GERAL	275109.jpeg
275115	TERMINAL TUBULAR METRICO 1F 2C TM-25-L	PC	MATERIAL GERAL	275115.jpeg
275116	CONECTOR ADAPT. 6mm-CONDUT AL-PM2233I1	PC	CONECTORES	275116.jpeg
275133	CAPA CONECTOR CUNHA 15KV CAPA PEQUENA (CADC-100)	PC	CONECTORES	275133.jpeg
275134	LUVA EMENDA TENSAO COND,AL 25MM²PM0109I1	PC	MATERIAL GERAL	275134.jpeg
275138	CONECTOR TERM COMPR,AL,AAAC25MM-PM22	PC	CONECTORES	275138.jpeg
275139	CONECTOR TERM COMPR,AAAC160MM-PM2223I10	PC	CONECTORES	275139.jpeg
275143	TERMINAL EXT UNIP 630MM² GSCC005	PZ	CONECTORES	275143.jpeg
275153	CONECTOR CUNHA,CB50MM²+CARACT.PM1867	PC	MATERIAL GERAL	275153.jpeg
275154	CONECTOR CUNHA,CB95MMý+CARACT.PM1867    	PC	MATERIAL GERAL	275154.jpeg
275155	CONECTOR CUNHA,CB150MMý+CARACT.PM1867   	PC	MATERIAL GERAL	275155.jpeg
275156	CAPA PROTET-CONECT CUNHA DERIV-PM2249I1	PC	MATERIAL GERAL	275156.jpeg
275157	CONECTOR TERM-COND AL 35MM-PM2251I1R0	PC	MATERIAL GERAL	275157.jpeg
275158	CONECTOR TERM-COND AL 50MM-PM2251I2R0	PC	CONECTORES	275158.jpeg
275168	TERMINAL DESC.15/25KV 200A,PM-2032 I2	UN	CONECTORES	275168.jpeg
275169	CONEC.CUN,ESTRIBO,C70,A1/0,SP70,D71071	PC	MATERIAL GERAL	275169.jpeg
275170	CONECTOR ADAP,CONDUT AL 10mm PM2233I2	PC	CONECTORES	275170.jpeg
275171	CONECTOR ADAP. 16mm-CONDUT AL-PM2233I3	PC	CONECTORES	275171.jpeg
275176	CONECTOR,TERM,BIM,C35,A2AWG,ET710	UN	CONECTORES	275176.jpeg
275177	CONECTOR ADAPT. 6mm-CONDUT AL-PM2233I4	PC	CONECTORES	275177.jpeg
275178	CONECTOR ADAPT. 10mm-CONDUT AL-PM2233I5	PC	CONECTORES	275178.jpeg
275179	CONECTOR ADAPT. 16mm-CONDUT AL-PM2233I6	PC	CONECTORES	275179.jpeg
275185	CONECTOR CARA NT ATERRAMENTO	UN	CONECTORES	275185.jpeg
275202	CONECTOR DERIV.CUNHA (AL) CADC-352 C/ CARTUCHO	PC	CONECTORES	275202.jpeg
275203	CONECTOR  DERIV. CUNHA (AL) CADC-407 	PC	CONECTORES	275203.jpeg
275210	CONEC,PARAL,AL,336.4 MCM/200MM²,D710.	PC	MATERIAL GERAL	275210.jpeg
275212	CONEC,PARAL,AL,795 MCM/500MM²	PC	MATERIAL GERAL	275212.jpeg
275213	PRENSA-FIOS,CORDOALHA,AZ,6-10MM,D762.03	PC	MATERIAL GERAL	275213.jpeg
275241	CONEC,ATERR,16-70MM2,D710.25	PC	MATERIAL GERAL	275241.jpeg
275274	CONECTOR,TERM,PINO,1X35-240,M16	PC	TELECONTROLE	275274.jpeg
275282	CONECTOR,TERM,TORQ,BIM,35MM2,1F,D710	PC	CONECTORES	275282.jpeg
275284	TERMINAL,INT,12/20kV,95-240MM2,GSCC-005	PC	MATERIAL GERAL	275284.jpeg
275287	TERMINAL DESC RETO 12/20KV 250A GSCC006	UN	CONECTORES	275287.jpeg
275291	TERMINAL DESC COT 12/20KV 400A CB 185MM²	UN	CONECTORES	275291.jpeg
275297	TERM,EXT,95- 240MM², 18/30KV,GSCC005/4	UN	CONECTORES	275297.jpeg
275310	EMENDA,AUTOM,AL,5.82-8.64MM,D72014	PZ	CONECTORES	275310.jpeg
275311	EMENDA,AUTOM,AL,9.27-12.07MM,D72014	PZ	CONECTORES	275311.jpeg
275312	EMENDA,AUTOM,AL,12.75-14.86MM,D72014	PZ	CONECTORES	275312.jpeg
275313	EMENDA,AUTOM,AL,14.73-18-.39MM,D72014	PZ	CONECTORES	275313.jpeg
275356	CONEC.CUN,ESTRIBO,A4/0,SP150,D71071	UN	CONECTORES	275356.jpeg
275358	CONECTOR, DERIV CUNHA, AL AZ SOMADI	UN	CONECTORES	275358.jpeg
275362	CONEC,COMP,C,CU,P:35-70,D:16-70,D78013	UN	MATERIAL GERAL	275362.jpeg
275364	CONEC,CUN,AL,I6,D=28.70-24,28MM,D7105	PC	MATERIAL GERAL	275364.jpeg
275377	CONEC,COMPR,C,CU,P:25-35,D:16-25,D780.13	UN	CONECTORES	275377.jpeg
275475	PROTETOR DE PARA-RAIOS,PM-BR780.04	UN	MATERIAL GERAL	275475.jpeg
275620	PROTETOR, EQUIPAMENTO, BUCHA DE TRA	UN	FERRAGEM	275620.jpeg
275628	CONECTOR, DERIV COMPRESSAO, TIPO H	UN	CONECTORES	275628.jpeg
275629	CONECTOR, DERIV COMPRESSAO, TIPO H	UN	CONECTORES	275629.jpeg
275630	CONECTOR, DERIV COMPRESSAO, TIPO H	UN	CONECTORES	275630.jpeg
275694	CONEC,PERF,AL-CU,16-95TR,4-35DR,GSCC0	PC	MATERIAL GERAL	275694.jpeg
275695	CONEC,PERF,AL-CU,25-120TR/DR,GSCC020	PZ	CONECTORES	275695.jpeg
275700	INFLADOR, LUVAS DE BORRACHA, BOMBA	UN	FERRAMENTAS	275700.jpeg
275722	LUVA EMEND LGTRAÇÃO TOTAL370MMCAA2AWG	PC	MATERIAL GERAL	275722.jpeg
275877	TERMINAL,COMUNICACAO, 3G	PC	MATERIAL GERAL	275877.jpeg
275878	KIT SUP POST/PAR P/FK-CEO 4M/4T ACO INOX	UN	FERRAMENTAS	275878.jpeg
275892	LIMITADOR CARGA MONO2AREP AUTOPM-2172	PC	CONECTORES	275892.jpeg
275895	CONECTOR PERF. LIMITADOR CORRENTE 3A	PC	MATERIAL GERAL	275895.jpeg
275897	COBERTURA ISOL PROT 25KV 3,5MM 200X400MM	UN	FERRAMENTAS	275897.jpeg
276520	KIT ABRAÇADEIRA,(GRAMPO KIT)	UN	FERRAMENTAS	276520.jpeg
276656	EMENDA AUTOMÁTICA PARA CONDUTORES DE COB	PZ	CONECTORES	276656.jpeg
276661	CONEC,PERF,AL-CU,35-150TR/DR,GSCC020	PC	CONECTORES	276661.jpeg
276662	CONECPERF,AL-CU,50-150TR,6-54,6DR,GSCC20	PZ	CONECTORES	276662.jpeg
276672	CONEC,PERF,AL-CU,16-150TR,1,5-6DR,GSCC20	PZ	CONECTORES	276672.jpeg
276682	EMENDA,AUTOM,CU,8.63-9.77MM,D72014	PZ	CONECTORES	276682.jpeg
276683	EMENDA,AUTOM,CU,5.79-6.73MM,D72014	PZ	CONECTORES	276683.jpeg
276684	EMENDA,AUTOM,CU,10.10-10.66MM,D72014	PZ	CONECTORES	276684.jpeg
280046	CX MEDIDOR POLIF.C/VISORPM-2093	PC	CAIXAS	280046.jpeg
280047	CAIXA P/MEDIDOR MONOF.C/VISOR - DQN-2150	PC	CAIXAS	280047.jpeg
280048	CX.P/MEDIDOR POLIF.200A - DQN-2149	PC	CAIXAS	280048.jpeg
280051	CX DISJ BT 100APM-1759 I1	PC	MATERIAL GERAL	280051.jpeg
280052	CX MEDIDOR MONOFÁSICODED-1946	PC	CAIXAS	280052.jpeg
280053	CX MEDIDOR POLIFÁSICODED-1943	PC	CAIXAS	280053.jpeg
280055	CAIXA,POLIC,MED MONOF,TRAVA,D19026	UN	CAIXAS	280055.jpeg
280056	CAIXA,POLIC,MED POLIF,TRAVA,D19026	UN	CAIXAS	280056.jpeg
280057	ADAPTADOR-CX.MEDIDOR- DED-1795 I2 R3	PC	FERRAGEM	280057.jpeg
280059	CAIXA-INDICADOR DE LEITURA- PM2215	PC	CAIXAS	280059.jpeg
280063	CAIXA INDICAD LEITUR CONSUM ENERG-PM2240	PC	CAIXAS	280063.jpeg
280064	CAIXA IND LEITURA CONSUM ENERG-I2 PM2240	PC	CAIXAS	280064.jpeg
300030	ISOLADOR,POST,PIN.CURT,36kV,GSCC010/18	UN	ISOLADORES	300030.jpeg
300032	ISOLADOR,POST,PIN.CURT,17,5kV,GSCC010/16	UN	ISOLADORES	300032.jpeg
300038	MAT-OMBR-NOM-22-1544-EDBR - Suporte para	EA	FERRAMENTAS	300038.jpeg
300206	ISOLADOR PINO POLIMERICO,15KV,PM1768I1	EA	ISOLADORES	300206.jpeg
300583	ISOLADOR,VIDRO,ZN,D=254MM,PS146MM,120KN.	PC	ISOLADORES	300583.jpeg
300586	ISOLADOR PILAR POLIMÉRICO 36 kV-GSCC010	PC	ISOLADORES	300586.jpeg
300589	ISOLADOR PILAR,15KV P/AMB.AGRES.DED-1798	PC	ISOLADORES	300589.jpeg
300590	ISOLADOR PILAR PORC P/ AMB  AGR DED-1798	PC	ISOLADORES	300590.jpeg
300597	ISOL SUP,CH FUS 300MM ESCOAM,PM-2198	PC	ISOLADORES	300597.jpeg
300616	ISOL,SUP MACIÇO,POLIM,15KV,SE,D50052	UN	ISOLADORES	300616.jpeg
300644	ISOL,PILAR,HIBR,24kV,560MM,PINO-GSCC010	PC	ISOLADORES	300644.jpeg
300647	ISOLADOR,ROLDANA,PORC,79X76,D500.54.0	PC	ISOLADORES	300647.jpeg
300648	ISOL,SUSP,CS 120 SB-325-2250,GSCH004/2	PC	ISOLADORES	300648.jpeg
300653	ISOL,15KVPINOPORCELDED-0063 R.4	PC	ISOLADORES	300653.jpeg
300655	ISOLADOR ROLDANA, PORCELANA DED-0064 R5	PC	ISOLADORES	300655.jpeg
300657	ISOL,15KVPINO ANTI-POLUICAO,DED-0295 R3	PC	ISOLADORES	300657.jpeg
300662	ISOLADOR POLIM PILAR HIBR,24kV,GSCC01	PC	ISOLADORES	300662.jpeg
300670	ISOL,PINO,POLIM,35KV,SPACER,EMT010	PC	ISOLADORES	300670.jpeg
300699	ISOL PIN POLIM 35KV LINHA FUGA PROTEGIDA	PC	ISOLADORES	300699.jpeg
300714	ISOLADOR POLI PILAR,FUG PRO,36kV,GSCC010	PZ	ISOLADORES	300714.jpeg
300840	ISOL,PIL,LP,72,5KV,POSTE CIRC,D500.61.1	CJT	ISOLADORES	300840.jpeg
300853	ISOLADOR ANCOR POLIM 13,8 KV DED-1767 R2	PC	ISOLADORES	300853.jpeg
300854	ISOLADOR,PINO,POLI,15KV,25MM,PM-BR500.22	PC	ISOLADORES	300854.jpeg
300927	COBERTURA P/ ISOLADOR DE PINO PM2271 R.0	UN	FERRAMENTAS	300927.jpeg
300941	ISOL, SUP MAC, POLIM, 145KV,SE,D50051	PC	ISOLADORES	300941.jpeg
310050	DETECTOR PESSOAL,MT.5-36,2KV-ET-HS-317	EA	FERRAMENTAS	310050.jpeg
310434	COND LIGA AL NU ENGRAX AAAC50MM²PM2231I2	KG	CABO	310434.jpeg
310513	CABO,NU,CAA,795MCM,DRAKE,B,D21102.1	KG	CABO	310513.jpeg
310515	CB, ELETR AL NU CAA 336,4MCM 26/7 FIOS	KG	CABO	310515.jpeg
310527	CORDOALHA AÇO ZINC, 9,5MM,PR,PMA212.03.0	KG	CABO	310527.jpeg
310530	FIO E CABO, AL NU S/ALMA ACO DIVERSOS TI	KG	COND.ALUM.NÚ.CA.SUCATA [S/ALMA]	310530.jpeg
310535	CABO CAA 266,8 GALV B PARTRIDGE PM1955I4	KG	CABO	310535.jpeg
310539	COND LIGA AL NU ENGRAX AAAC160MMPM2231I4	KG	CABO	310539.jpeg
310551	CABO,ACO-CU,ATERR,6MM²,D805.02	KG	CONDUTOR DE COBRE	310551.jpeg
310552	CABO,ACO-CU,ATERR,35MM²,D80502	KG	CONDUTOR DE COBRE	310552.jpeg
310566	CABO,CU NU, 25MM2,7F,MEIO-DURO,GSC003	KG	CONDUTOR DE COBRE	310566.jpeg
310567	CABO COBRE NU 35MM2 M DURA CL2A	KG	CONDUTOR DE COBRE	310567.jpeg
310568	CABO,CU NU, 70MM2,19F,MEIO-DURO,GSC00	KG	CONDUTOR DE COBRE	310568.jpeg
310571	CABO,ACO-CU,ATERR,16MM²,D805.02	KG	CABO	310571.jpeg
310582	CABO,CU BLINDCONTROLE 4X4MM2ET206.2	UN	CABO	310582.jpeg
310590	CABO,CONCENCU0,6/1KV2X10MM2EBT003.3	MT	CONDUTOR DE COBRE	310590.jpeg
310600	CABO AL CA 336,4MCM DED-0057 I3 R6	KG	CABO	310600.jpeg
310601	CONDUTOR AL NÚ CA 4/0 AWG DED-0057 I3 R4	KG	CABO	310601.jpeg
310602	CABO AL NÚ CA 1/0 AWG DED-0057 I2 R6	KG	CABO	310602.jpeg
310603	CABO AL NÚ CA 2 AWG DED-0057 I1 R6	KG	CABO	310603.jpeg
310604	COND AL NÚ CAA 4AWG DQN-1955 I1 R3	KG	CABO	310604.jpeg
310605	COND AL NU CAA 1/0AWG DQN-1955 I2 R3	KG	CABO	310605.jpeg
310609	COND CU NU16MM²7 FIOSDED-1846 I4 R5	KG	CONDUTOR DE COBRE	310609.jpeg
310611	COND CU NU25MM²7 FIOSDED-1846 I5 R5	KG	CONDUTOR DE COBRE	310611.jpeg
310612	CORDOALHA AÇO ZINC.9,5MM, DED-1903 I2 R2	MT	CABO	310612.jpeg
310621	CONDUTOR AÇO COBREAD-7F-B=35MM²-PM2181I4	MT	CABO	310621.jpeg
310633	COND LIGA AL NU ENGRAX AAAC70MM²PM223113	KG	CABO	310633.jpeg
310635	CONDUTOR AÇO COBREADO-6MM²-PM-2181 I1	MT	CABO	310635.jpeg
310636	CONDUTOR LIGA ALUMINIU NU ENGR.	KG	CABO	310636.jpeg
310648	EMENDA,RET,CONTR,24KV,400-630MM2,GSCC4/1	PZ	CONECTORES	310648.jpeg
310651	CABO AL-GALV A 4/0 CAA-PENGUIN PM1955 I5	KG	CABO	310651.jpeg
310652	CABO,NU,CAA,266MCM,PARTRIDGE,A,D21102.1	KG	CABO	310652.jpeg
310653	CONDUTOR LIGA AL 25MM-AAAC-7F-PM2231I1	KG	CABO	310653.jpeg
310654	CONDUTOR LIGA AL 50MM-AAAC-7F-PM2231I2	KG	CABO	310654.jpeg
310733	CABO, ELETRICO ISOL POTENCIA, COBRE(SUC)	M	SUCATA	310733.jpeg
310736	CABO, ELETRICO NU AL CA, 4 AWG RO(SUC)	KG	COND.ALUM.NÚ.CA.SUCATA [S/ALMA]	310736.jpeg
310744	CABO, ELETRICO NU AL CAA, 1/0 AWG (SUC)	KG	COND.ALUM.NÚ.CAA.SUCATA [C/ALMA]	310744.jpeg
310745	CABO, ELETRICO NU AL CAA, 2/0 AWG (SUC)	KG	COND.ALUM.NÚ.CAA.SUCATA [C/ALMA]	310745.jpeg
310761	FIO, ALUMINIO COBERTO PARA AMARRACA(SUC)	M	COND.ALUM.ISOLADO.SUCATA	310761.jpeg
310773	CABO,PR,OPGW,D13,4MM,SM36,ETA210	MT	CABO	310773.jpeg
310774	CABO,NU,CAA,134MCM,LEGHORN,B,D21102.2	KG	CABO	310774.jpeg
310777	CORDOALHA,AÇO,7,9MM,7F,MR,D21203.0	KG	CABO	310777.jpeg
310778	CORDOALHA,AÇO,9,5MM,7F,MR,D21203.0	KG	CABO	310778.jpeg
310789	CABO AL NÚ CA 2 AWG - SUCATA	M	COND.ALUM.NÚ.CA.SUCATA [S/ALMA]	310789.jpeg
310790	CONDALNÚCAA4AWG - SUCATA	KG	COND.ALUM.NÚ.CAA.SUCATA [C/ALMA]	310790.jpeg
310791	CONDCUNU,35MM²,7FIOS - SUCATA	KG	COND.CU.NÚ.SUCATA	310791.jpeg
310792	CONDALNUCAA1/0AWG - SUCATA	KG	COND.ALUM.NÚ.CAA.SUCATA [C/ALMA]	310792.jpeg
310793	CONDCUNU,70MM²,19FIOS - SUCATA	KG	COND.CU.NÚ.SUCATA	310793.jpeg
310795	CABO AL NÚ CA 1/0 AWG - SUCATA	KG	COND.ALUM.NÚ.CA.SUCATA [S/ALMA]	310795.jpeg
310796	CABO AL CA 336,4MCM - SUCATA	KG	COND.ALUM.NÚ.CA.SUCATA [S/ALMA]	310796.jpeg
310805	CABO,CU NU, 25MM2,7F,MEIO-DURO,SUCATA	KG	COND.CU.NÚ.SUCATA	310805.jpeg
310806	CABO,CU NU, 35MM2,7F,MEIO-DURO,SUCATA	KG	COND.CU.NÚ.SUCATA	310806.jpeg
310825	CABO,CU NU, 70MM2,19F,MEIO-DURO,SUCATA	KG	COND.CU.NÚ.SUCATA	310825.jpeg
310834	CABO,POT,UNIP,AL,8.7/15KV, 50MM2,SUCATA	M	COND.ALUM.ISOLADO.SUCATA	310834.jpeg
310835	CABO,NU CA, 2AWG,7F,IRIS,SUCATA	KG	COND.ALUM.NÚ.CA.SUCATA [S/ALMA]	310835.jpeg
310837	CABO,NU CA, 1/0AWG,7F,POPPY,SUCATA	KG	COND.ALUM.NÚ.CA.SUCATA [S/ALMA]	310837.jpeg
310838	CABO,NU CAA, 4AWG,6/1F,SWAN,SUCATA	KG	COND.ALUM.NÚ.CAA.SUCATA [C/ALMA]	310838.jpeg
310839	COND CU NU,16MM,19F,PM1846-FP-VD.,SUCATA	KG	COND.CU.NÚ.SUCATA	310839.jpeg
310840	COND CU NU,16MM²,7 FIOS,PM-1846 I,SUCATA	KG	COND.CU.NÚ.SUCATA	310840.jpeg
310841	COND CU NU 10MM²,1 FIO,PM-1846 I2,SUCATA	KG	COND.CU.NÚ.SUCATA	310841.jpeg
310842	CB,NU,CAA,336MCM,LINNET,B,D21102,SUCATA	KG	COND.ALUM.NÚ.CAA.SUCATA [C/ALMA]	310842.jpeg
310843	CONDOR AL NÚ CA 4/0 AWG DED-0057 ,SUCATA	KG	COND.ALUM.NÚ.CA.SUCATA [S/ALMA]	310843.jpeg
310844	COND AL NÚ CAA 4AWG PM-1955 I1 R4,SUCATA	KG	COND.ALUM.NÚ.CAA.SUCATA [C/ALMA]	310844.jpeg
310845	COND AL NU CAA 1/0AWG PM-1955 I2 ,SUCATA	KG	COND.ALUM.NÚ.CAA.SUCATA [C/ALMA]	310845.jpeg
310847	COND LIGA AL NU ENGRAX AAAC50MM²,SUCATA	KG	COND.ALUM.NÚ.CA.SUCATA [S/ALMA]	310847.jpeg
310848	COND LIGA AL NU ENGRAX AAAC25MM,SUCATA	KG	COND.ALUM.NÚ.CA.SUCATA [S/ALMA]	310848.jpeg
310849	CB DE ALUM NU CAA A 4/0 I5 211.0,SUCATA	KG	COND.ALUM.NÚ.CAA.SUCATA [C/ALMA]	310849.jpeg
310850	CONDOR LIGA AL 25MM-AAAC-7F-PM223,SUCATA	KG	COND.ALUM.NÚ.CAA.SUCATA [C/ALMA]	310850.jpeg
310851	CONDOR LIGA AL 50MM-AAAC-7F-PM223,SUCATA	KG	SUCATA	310851.jpeg
310856	CABO,NU,CAA,336MCM,LINNET,A,SUCATA	KG	COND.ALUM.NÚ.CAA.SUCATA [C/ALMA]	310856.jpeg
310863	CABO, ELÉTRICO DE COBRE NÚ 2AWG, SUCATA	KG	SUCATA	310863.jpeg
310869	CHAVE, FACA DISTRIB, 34.5KV,UNIP,63	UN	CHAVES	310869.jpeg
310906	CORDOALHA,ACO,ZINC,A,9,5MM,7F,AR,D212.03	M	CABO	310906.jpeg
310949	COND CU NU,120MM²,37FIOS,PM-1846 I8 R8	KG	COND.CU.NÚ.SUCATA	310949.jpeg
311090	TUBO,AL,2.1/2POL,6M,SCHEDULE-40,PM2245.0	M	FERRAGEM	311090.jpeg
311105	COND LIGA AL NU ENGRAX AAAC160MM,SUCATA	KG	COND.ALUM.NÚ.CA.SUCATA [S/ALMA]	311105.jpeg
311121	TUBO,AL,8POL,6M,SCHEDULE-40,PM-BR 211.10	PZ	FERRAGEM	311121.jpeg
311122	TUBO,AL,6POL,6M,SCHEDULE-40,PM-BR 211.10	PZ	FERRAGEM	311122.jpeg
330287	CABO,CONCENTR,0.6/1.0,1x16+10C,GSCC014/3, SUC	M	COND.ALUM.ISOLADO.SUCATA	330287.jpeg
330324	CABO,CONCENTR,0.6/1.0,1X16+16A,D230.10	M	CABO	330324.jpeg
330325	CABO,CONCENTR,0.6/1.0,1x10+10A,D230.10	M	CABO	330325.jpeg
330685	CABO BT PRE-REUN AL 3X50+50,GSCC009/43	M	CABO	330685.jpeg
330686	CABO BT PRE-REUN AL 3X25+25,GSCC009/42	M	CABO	330686.jpeg
330689	CABO BT PRE-REUN AL 2X16+16,GSCC009/39	M	CABO	330689.jpeg
330699	CABO BT PRE-REUN AL 3X35+35,GSCC009/31	M	CABO	330699.jpeg
330700	CABO BT PRE-REUN AL 3X70+70,GSCC009/30	M	CABO	330700.jpeg
330701	CABO BT PRE-REUN AL 3X120+70,GSCC009/29	M	CABO	330701.jpeg
330724	CB PRE-REU 0,6/1KV CU 3X10+10 DED1797 I5	MT	CONDUTOR DE COBRE	330724.jpeg
330725	CB AL 50MM² PROTMTXLPE 15KVDED1762I2	MT	CABO	330725.jpeg
330728	CONDUT CU ISOL 750V 6MM² DED1843 I4 R3	MT	CONDUTOR DE COBRE	330728.jpeg
330729	CONDUT CU ISOL 750V 10MM² DED1843 I5 R3	MT	CABO ESPECIAL	330729.jpeg
330730	CB PRE-REU AL3X95+70MM²-8,7/15KV DED1931	MT	CABO	330730.jpeg
330731	CB PRE-REU AL 3X35+50MM²8,7/15KV DED1931	MT	CABO	330731.jpeg
330738	CB AL 35MM² PROTMTXLPE 15KVDED1762I1	MT	CABO	330738.jpeg
330766	CABO,CU ISOL,XLPE/EPR,0,6/1KV,240MM2,D20	M	CONDUTOR DE COBRE	330766.jpeg
330767	FIO, AL P/AMARRAÇÃO 4 AWG DED0076 I2 R3	KG	CABO ESPECIAL	330767.jpeg
330768	FIO AL P/AMARRACAO 6AWG-DED-0076 I1 R3	KG	CABO ESPECIAL	330768.jpeg
330770	FIO AL COBERTOAMARRACAO 4AWGDED-1776	MT	CABO ESPECIAL	330770.jpeg
330771	CB PRE-REUN 0,6/1KV AL 3X50+50 DED1982R2	MT	CABO	330771.jpeg
330773	CB PRE-REUN 0,6/1KV AL3X150+70 DED1982R2	MT	CABO	330773.jpeg
330774	CONDUTOR CONC.BIPOL.6MM²-DED-1722 I2 R5	MT	CABO	330774.jpeg
330775	CB.CONCÊNT.TRIP.10MM²-DED-1840-I2-R3.	MT	CABO	330775.jpeg
